Class,Course,Title,Section,Type,Days,Time,Room,Location,Instructor (*) Additional Instructor,Status
17881,DMS 702TUT,Dissertation Guidance,ANS,TUT,TBA, TBA,ARR,Arranged, Anstey,Open w/ Reserves
17768,DMS 702TUT,Dissertation Guidance,BOH,TUT,TBA, TBA,ARR,Arranged, Bohlen,Open w/ Reserves
16859,DMS 702TUT,Dissertation Guidance,ELD,TUT,TBA, TBA,ARR,Arranged, Elder,Open w/ Reserves
20075,DMS 702TUT,Dissertation Guidance,LIPP,TUT,TBA, TBA,ARR,Arranged, Lippe,Open w/ Reserves
17258,DMS 702TUT,Dissertation Guidance,LIS,TUT,TBA, TBA,ARR,Arranged, Lison,Open w/ Reserves
22892,DMS 702TUT,Dissertation Guidance,MEJ,TUT,TBA, TBA,ARR,Arranged, Mejeur,Open w/ Reserves
20165,DMS 702TUT,Dissertation Guidance,PAPE,TUT,TBA, TBA,ARR,Arranged, Pape,Open w/ Reserves
22683,DMS 702TUT,Dissertation Guidance,REI,TUT,TBA, TBA,ARR,Arranged, Reid,Open w/ Reserves
17837,DMS 702TUT,Dissertation Guidance,SAR,TUT,TBA, TBA,ARR,Arranged, Sarlin,Open w/ Reserves
19251,DMS 702TUT,Dissertation Guidance,SHE,TUT,TBA, TBA,ARR,Arranged, Shepard,Open w/ Reserves
19319,DMS 702TUT,Dissertation Guidance,WAH,TUT,TBA, TBA,ARR,Arranged, Waham,Open w/ Reserves
13344,MDY 506LEC,Physics Of Med Imaging 2,000,LEC,TBA, TBA,Remote,Remote, Bednarek,Open
21144,MDY 508LEC,Med Imag Anat/physiol,508,LEC,TBA, TBA,Remote,Remote, Wang,Open
13384,MDY 547LEC,Radtherapy Medphysics 1,000,LEC,TBA, TBA,Remote,Remote, Deboer,Open
10013,MDY 550LEC,Radtherapy Medphysics 2,000,LEC,TBA, TBA,ARR,Arranged, Malhotra,Open
17763,MDY 566LEC,Med Phys Img Problems,000,LEC,TBA, TBA,Remote,Remote, Rudin,Open
18278,MDY 600TUT,Independent Study,000,TUT,TBA, TBA,,Arranged, Staff,Open
18426,MDY 600TUT,Independent Study,BED,TUT,TBA, TBA,,Arranged, Bednarek,Open
18427,MDY 600TUT,Independent Study,DEB,TUT,TBA, TBA,,Arranged, Deboer,Open
18428,MDY 600TUT,Independent Study,HAR,TUT,TBA, TBA,,Arranged, Harvey,Open
18429,MDY 600TUT,Independent Study,HOF,TUT,TBA, TBA,,Arranged, Hoffmann,Open
18430,MDY 600TUT,Independent Study,ION,TUT,TBA, TBA,,Arranged, Ionita,Open
18437,MDY 600TUT,Independent Study,KUM,TUT,TBA, TBA,,Arranged, Kumaraswamy,Open
19402,MDY 600TUT,Independent Study,LE,TUT,TBA, TBA,,Arranged, Le,Open
18431,MDY 600TUT,Independent Study,MAL,TUT,TBA, TBA,,Arranged, Malhotra,Open
18432,MDY 600TUT,Independent Study,NAZ,TUT,TBA, TBA,,Arranged, Nazareth,Open
18433,MDY 600TUT,Independent Study,POD,TUT,TBA, TBA,,Arranged, Podgorsak,Open
18434,MDY 600TUT,Independent Study,RUD,TUT,TBA, TBA,,Arranged, Rudin,Open
18438,MDY 600TUT,Independent Study,SES,TUT,TBA, TBA,,Arranged, Seshadri,Open
18435,MDY 600TUT,Independent Study,SPE,TUT,TBA, TBA,,Arranged, Spernyak,Open
18423,MDY 600TUT,Independent Study,WAN,TUT,TBA, TBA,,Arranged, Wang,Open
18436,MDY 600TUT,Independent Study,YAO,TUT,TBA, TBA,,Arranged, Yao,Open
13402,MDY 606SEM,Med Physics Seminar,000,SEM,TBA, 9:30 AM - 11:30 AM,Remote,Remote, Rudin,Open
13252,MDY 608SEM,Med Physics Practicum 2,000,SEM,TBA, TBA,,South Campus, Nazareth,Open
19302,MDY 610LEC,Prof & Ethics In Med Physics,000,LEC,TBA, TBA,Remote,Remote, Podgorsak,Open
18439,MDY 682LAB,Research,BED,LAB,TBA, TBA,,Arranged, Bednarek,Open
18440,MDY 682LAB,Research,DEB,LAB,TBA, TBA,,Arranged, Deboer,Open
18441,MDY 682LAB,Research,HAR,LAB,TBA, TBA,,Arranged, Harvey,Open
18442,MDY 682LAB,Research,HOF,LAB,TBA, TBA,,Arranged, Hoffmann,Open
18443,MDY 682LAB,Research,ION,LAB,TBA, TBA,,Arranged, Ionita,Open
18451,MDY 682LAB,Research,KUM,LAB,TBA, TBA,,Arranged, Kumaraswamy,Open
20072,MDY 682LAB,Research,LEA,LAB,TBA, TBA,,Arranged, Le,Open
18444,MDY 682LAB,Research,MAL,LAB,TBA, TBA,,Arranged, Malhotra,Open
18445,MDY 682LAB,Research,NAZ,LAB,TBA, TBA,,Arranged, Nazareth,Open
18446,MDY 682LAB,Research,POD,LAB,TBA, TBA,,Arranged, Podgorsak,Open
18447,MDY 682LAB,Research,RUD,LAB,TBA, TBA,,Arranged, Rudin,Open
18520,MDY 682LAB,Research,SCH,LAB,TBA, TBA,,Arranged, Schweser,Open
18449,MDY 682LAB,Research,SES,LAB,TBA, TBA,,Arranged, Seshadri,Open
18448,MDY 682LAB,Research,SPE,LAB,TBA, TBA,,Arranged, Spernyak,Open
18424,MDY 682LAB,Research,WAN,LAB,TBA, TBA,ARR,Arranged, Wang,Open
18450,MDY 682LAB,Research,YAO,LAB,TBA, TBA,,Arranged, Yao,Open
22495,MST 601SEM,Mstp Research Seminar,1,SEM,T, 4:00 PM - 5:00 PM,955 Mai 6128,Downtown Campus, Taylor,Closed
22393,MT 500TUT,Independent Study,BRO,TUT,TBA, TBA,Farber 311,South Campus, Browne,Open w/ Reserves
22394,MT 500TUT,Independent Study,KOST,TUT,TBA, TBA,Cary 26,South Campus, Kostyniak,Open w/ Reserves
22395,MT 500TUT,Independent Study,KOUR,TUT,TBA, TBA,Farber 312,South Campus, Koury,Open w/ Reserves
22396,MT 500TUT,Independent Study,PARK,TUT,TBA, TBA,Farber 314,South Campus, Park,Open w/ Reserves
22397,MT 500TUT,Independent Study,SHIN,TUT,TBA, TBA,Farber 313,South Campus, Shin,Open w/ Reserves
13401,MT 504SEM,Biotechnology Journal Club Ii,000,SEM,M, 12:00 PM - 12:50 PM,Farber 137,South Campus, Koury,Open w/ Reserves
13499,MT 506LAB,Research Rotation In Cls,000,LAB,TBA, TBA,ARR,South Campus, Koury,Open w/ Reserves
10594,MT 507LLB,Clinical Chemistry,A,LAB,, Multiple meeting patterns.,See class detail,, Staff  * Shittu,Open w/ Reserves
<<<>>>,MT 507LLB,Clinical Chemistry,SHI,LEC,, Multiple meeting patterns.,See class detail,, Shittu,Open
14620,MT 509LAB,Clinical Microbiology Lab,A,LAB,, Multiple meeting patterns.,See class detail,, * Connors,Open
14458,MT 509LAB,Clinical Microbiology Lab,B,LAB,, Multiple meeting patterns.,See class detail,, * Connors,Open w/ Reserves
10463,MT 509LEC,Clinical Microbiology,CON,LEC,M W F, 9:00 AM - 9:50 AM,Farber 136,South Campus, Connors,Open
12567,MT 515LEC,Laboratory Management,ETF,LEC,F, 1:00 PM - 3:50 PM,Parker 104,South Campus, Connors,Open
14615,MT 530LBR,Bioseparation Techniques,A,LAB,T, 9:30 AM - 12:20 PM,Cary 205,South Campus, Browne,Open w/ Reserves
<<<>>>,MT 530LBR,Bioseparation Techniques,BRO,REC,F, 1:00 PM - 3:50 PM,Dfn 205,South Campus, Browne,Open
17478,MT 534LAB,Cell & Tissue Cult Tech Lab,A,LAB,R, 9:30 AM - 12:20 PM,ARR,South Campus, Shin,Open
10441,MT 534LEC,Cell & Tissue Cult Tech,SHIN,LEC,T R, 8:00 AM - 9:20 AM,Remote,Remote, Shin,Open
10602,MT 535LLB,Clin Immunohematology,A,LAB,R, 9:00 AM - 11:50 AM,Bioed 240,South Campus, Osmola,Open
10604,MT 535LLB,Clin Immunohematology,B,LAB,R, 1:00 PM - 3:50 PM,Bioed 240,South Campus, Osmola,Open
10469,MT 535LLB,Clin Immunohematology,OSM,LEC,, Multiple meeting patterns.,See class detail,, * Osmola,Open
15003,MT 537LEC,App Mol Biotechnology,KOU,LEC,M W F, 9:00 AM - 9:50 AM,Dfn 205,South Campus, Koury,Open w/ Reserves
11587,MT 545SEM,Biotech Career Prep,PARK,SEM,M, 1:00 PM - 1:50 PM,Dfn 205,South Campus, Park,Open w/ Reserves
16802,MT 547LEC,Int Mic Genome Annotation,KOU,LEC,W F, 8:00 AM - 8:50 AM,Dfn 205,South Campus, Koury,Open w/ Reserves
12941,MT 599TUT,Supervised Teaching,BRO,TUT,TBA, TBA,Cary 26,South Campus, Browne,Open w/ Reserves
17662,MT 599TUT,Supervised Teaching,KOU,TUT,TBA, TBA,Cary 26,South Campus, Koury,Closed
17663,MT 599TUT,Supervised Teaching,PAR,TUT,TBA, TBA,Cary 26,South Campus, Park,Closed
17664,MT 599TUT,Supervised Teaching,TAM,TUT,TBA, TBA,Cary 26,South Campus, Tamburlin,Closed
12300,MT 600LAB,Fund Industrl Hygiene Lab,HU2,LAB,M, 12:00 PM - 2:50 PM,Dfn 207,South Campus, Hutchins  * Syracuse  * Kostyniak,Open w/ Reserves
12284,MT 600LEC,Fund Industrl Hygiene,HUT,LEC,M, 8:00 AM - 11:50 AM,Dfn 207,South Campus, Hutchins  * Kostyniak  * Syracuse,Open w/ Reserves
12936,MT 650TUT,Research,BRO,TUT,TBA, TBA,Cary 38,South Campus, Browne,Open w/ Reserves
12093,MT 650TUT,Research,KOS,TUT,TBA, TBA,,South Campus, Kostyniak,Open w/ Reserves
12056,MT 650TUT,Research,KOU,TUT,TBA, TBA,Cary 18,South Campus, Koury,Open w/ Reserves
16815,MT 650TUT,Research,PAR,TUT,TBA, TBA,Cary 26,South Campus, Park,Open w/ Reserves
22392,MT 650TUT,Research,SHIN,TUT,TBA, TBA,Farber 313,South Campus, Shin,Open w/ Reserves
10873,MT 650TUT,Research,TAM,TUT,TBA, TBA,Cary 14,South Campus, Tamburlin,Open w/ Reserves
14584,MCH 502LEC,Principles Of Med Chem 2,A,LEC,T R, 11:00 AM - 12:20 PM,Academ 355,North Campus, Lin,Open
13220,MCH 511TUT,Research Problems,AGA,TUT,TBA, TBA,ARR,North Campus, Aga,Open
16888,MCH 511TUT,Research Problems,AKI,TUT,TBA, TBA,ARR,North Campus, Akimov,Open
15986,MCH 511TUT,Research Problems,ATI,TUT,TBA, TBA,ARR,North Campus, Atilla-Gokcumen,Open
13097,MCH 511TUT,Research Problems,AUT,TUT,TBA, TBA,ARR,North Campus, Autschbach,Open
11801,MCH 511TUT,Research Problems,BEN,TUT,TBA, TBA,Nsc 760,North Campus, Benedict,Open
12851,MCH 511TUT,Research Problems,CHM,TUT,TBA, TBA,ARR,North Campus, Chemler,Open
12788,MCH 511TUT,Research Problems,COL,TUT,TBA, TBA,Nsc 582,North Campus, Colon,Open
16483,MCH 511TUT,Research Problems,COOK,TUT,TBA, TBA,ARR,North Campus, Cook,Open
12644,MCH 511TUT,Research Problems,DIV,TUT,TBA, TBA,ARR,North Campus, Diver,Open
12438,MCH 511TUT,Research Problems,GON,TUT,TBA, TBA,ARR,North Campus, Gong,Open
16889,MCH 511TUT,Research Problems,LAC,TUT,TBA, TBA,ARR,North Campus, Lacy,Open
11962,MCH 511TUT,Research Problems,LIN,TUT,TBA, TBA,Nsc 660,North Campus, Lin,Open
11685,MCH 511TUT,Research Problems,MOR,TUT,TBA, TBA,ARR,North Campus, Morrow,Open
11661,MCH 511TUT,Research Problems,MUR,TUT,TBA, TBA,ARR,North Campus, Murkin,Open
11517,MCH 511TUT,Research Problems,PRA,TUT,TBA, TBA,Nsc 436,North Campus, Prasad,Open
16890,MCH 511TUT,Research Problems,RAY,TUT,TBA, TBA,ARR,North Campus, Ray,Open
20131,MCH 511TUT,Research Problems,REN,TUT,TBA, TBA,ARR,North Campus, Ren,Open
11417,MCH 511TUT,Research Problems,RIC,TUT,TBA, TBA,ARR,North Campus, Richard,Open
11341,MCH 511TUT,Research Problems,RZA,TUT,TBA, TBA,Nsc 840,North Campus, Rzayev,Open
10870,MCH 511TUT,Research Problems,SZY,TUT,TBA, TBA,ARR,North Campus, Szyperski,Open
19572,MCH 511TUT,Research Problems,TRB,TUT,TBA, TBA,Nsc 760,North Campus, Trebbin,Open
15987,MCH 511TUT,Research Problems,VEL,TUT,TBA, TBA,ARR,North Campus, Velarde,Open
10770,MCH 511TUT,Research Problems,WAT,TUT,TBA, TBA,Nsc 540,North Campus, Watson,Open
10681,MCH 511TUT,Research Problems,WOO,TUT,TBA, TBA,Nsc 415,North Campus, Wood,Open
10641,MCH 511TUT,Research Problems,ZUR,TUT,TBA, TBA,ARR,North Campus, Zurek,Open
13217,MCH 616LAB,Medicinal Chemistry Res,AGA,LAB,TBA, TBA,ARR,North Campus, Aga,Open
16898,MCH 616LAB,Medicinal Chemistry Res,AKI,LAB,TBA, TBA,Nsc 716,North Campus, Akimov,Open
15988,MCH 616LAB,Medicinal Chemistry Res,ATI,LAB,TBA, TBA,ARR,North Campus, Atilla-Gokcumen,Open
13096,MCH 616LAB,Medicinal Chemistry Res,AUT,LAB,TBA, TBA,ARR,North Campus, Autschbach,Open
11800,MCH 616LAB,Medicinal Chemistry Res,BEN,LAB,TBA, TBA,Nsc 760,North Campus, Benedict,Open
12849,MCH 616LAB,Medicinal Chemistry Res,CHM,LAB,TBA, TBA,ARR,North Campus, Chemler,Open
12789,MCH 616LAB,Medicinal Chemistry Res,COL,LAB,TBA, TBA,Nsc 582,North Campus, Colon,Open
16482,MCH 616LAB,Medicinal Chemistry Res,COOK,LAB,TBA, TBA,ARR,North Campus, Cook,Open
12646,MCH 616LAB,Medicinal Chemistry Res,DIV,LAB,TBA, TBA,ARR,North Campus, Diver,Open
12439,MCH 616LAB,Medicinal Chemistry Res,GON,LAB,TBA, TBA,ARR,North Campus, Gong,Open
20357,MCH 616LAB,Medicinal Chemistry Res,HEP,LAB,TBA, TBA,ARR,North Campus, Heppner,Open
16899,MCH 616LAB,Medicinal Chemistry Res,LAC,LAB,TBA, TBA,Nsc 657,North Campus, Lacy,Open
20356,MCH 616LAB,Medicinal Chemistry Res,LI,LAB,TBA, TBA,ARR,North Campus, Li,Open
11963,MCH 616LAB,Medicinal Chemistry Res,LIN,LAB,TBA, TBA,Nsc 660,North Campus, Lin,Open
11701,MCH 616LAB,Medicinal Chemistry Res,MOR,LAB,TBA, TBA,ARR,North Campus, Morrow,Open
11662,MCH 616LAB,Medicinal Chemistry Res,MUR,LAB,TBA, TBA,ARR,North Campus, Murkin,Open
11515,MCH 616LAB,Medicinal Chemistry Res,PRA,LAB,TBA, TBA,Nsc 436,North Campus, Prasad,Open
16900,MCH 616LAB,Medicinal Chemistry Res,RAY,LAB,TBA, TBA,Nsc 410,North Campus, Ray,Open
20133,MCH 616LAB,Medicinal Chemistry Res,REN,LAB,TBA, TBA,ARR,North Campus, Ren,Open
11382,MCH 616LAB,Medicinal Chemistry Res,RIC,LAB,TBA, TBA,ARR,North Campus, Richard,Open
11333,MCH 616LAB,Medicinal Chemistry Res,RZA,LAB,TBA, TBA,Nsc 840,North Campus, Rzayev,Open
10869,MCH 616LAB,Medicinal Chemistry Res,SZY,LAB,TBA, TBA,ARR,North Campus, Szyperski,Open
19573,MCH 616LAB,Medicinal Chemistry Res,TRB,LAB,TBA, TBA,Nsc 760,North Campus, Trebbin,Open
15989,MCH 616LAB,Medicinal Chemistry Res,VEL,LAB,TBA, TBA,ARR,North Campus, Velarde,Open
10772,MCH 616LAB,Medicinal Chemistry Res,WAT,LAB,TBA, TBA,Nsc 540,North Campus, Watson,Open
10676,MCH 616LAB,Medicinal Chemistry Res,WOO,LAB,TBA, TBA,Nsc 415,North Campus, Wood,Open
10640,MCH 616LAB,Medicinal Chemistry Res,ZUR,LAB,TBA, TBA,ARR,North Campus, Zurek,Open
13218,MCH 700TUT,Thesis Guidance,AGA,TUT,TBA, TBA,ARR,North Campus, Aga,Open
16901,MCH 700TUT,Thesis Guidance,AKI,TUT,TBA, TBA,Nsc 716,North Campus, Akimov,Open
15990,MCH 700TUT,Thesis Guidance,ATI,TUT,TBA, TBA,ARR,North Campus, Atilla-Gokcumen,Open
13094,MCH 700TUT,Thesis Guidance,AUT,TUT,TBA, TBA,ARR,North Campus, Autschbach,Open
11799,MCH 700TUT,Thesis Guidance,BEN,TUT,TBA, TBA,Nsc 760,North Campus, Benedict,Open
12847,MCH 700TUT,Thesis Guidance,CHM,TUT,TBA, TBA,ARR,North Campus, Chemler,Open
12793,MCH 700TUT,Thesis Guidance,COL,TUT,TBA, TBA,Nsc 582,North Campus, Colon,Open
16484,MCH 700TUT,Thesis Guidance,COOK,TUT,TBA, TBA,ARR,North Campus, Cook,Open
12649,MCH 700TUT,Thesis Guidance,DIV,TUT,TBA, TBA,ARR,North Campus, Diver,Open
12436,MCH 700TUT,Thesis Guidance,GON,TUT,TBA, TBA,ARR,North Campus, Gong,Open
16902,MCH 700TUT,Thesis Guidance,LAC,TUT,TBA, TBA,Nsc 657,North Campus, Lacy,Open
11958,MCH 700TUT,Thesis Guidance,LIN,TUT,TBA, TBA,Nsc 660,North Campus, Lin,Open
11695,MCH 700TUT,Thesis Guidance,MOR,TUT,TBA, TBA,ARR,North Campus, Morrow,Open
11660,MCH 700TUT,Thesis Guidance,MUR,TUT,TBA, TBA,ARR,North Campus, Murkin,Open
11514,MCH 700TUT,Thesis Guidance,PRA,TUT,TBA, TBA,Nsc 436,North Campus, Prasad,Open
16903,MCH 700TUT,Thesis Guidance,RAY,TUT,TBA, TBA,Nsc 410,North Campus, Ray,Open
20134,MCH 700TUT,Thesis Guidance,REN,TUT,TBA, TBA,ARR,North Campus, Ren,Open
11381,MCH 700TUT,Thesis Guidance,RIC,TUT,TBA, TBA,ARR,North Campus, Richard,Open
11338,MCH 700TUT,Thesis Guidance,RZA,TUT,TBA, TBA,Nsc 840,North Campus, Rzayev,Open
10872,MCH 700TUT,Thesis Guidance,SZY,TUT,TBA, TBA,ARR,North Campus, Szyperski,Open
19574,MCH 700TUT,Thesis Guidance,TRB,TUT,TBA, TBA,Nsc 760,North Campus, Trebbin,Open
15991,MCH 700TUT,Thesis Guidance,VEL,TUT,TBA, TBA,ARR,North Campus, Velarde,Open
10778,MCH 700TUT,Thesis Guidance,WAT,TUT,TBA, TBA,Nsc 540,North Campus, Watson,Open
10678,MCH 700TUT,Thesis Guidance,WOO,TUT,TBA, TBA,Nsc 415,North Campus, Wood,Open
10642,MCH 700TUT,Thesis Guidance,ZUR,TUT,TBA, TBA,ARR,North Campus, Zurek,Open
15184,MED 700TUT,Internal Med Clerkship,3-A,TUT,TBA, TBA,ARR,Off Campus (US Only), Hufmeyer,Open
15186,MED 700TUT,Internal Med Clerkship,3-C,TUT,TBA, TBA,ARR,Off Campus (US Only), Hufmeyer,Open
15189,MED 700TUT,Internal Med Clerkship,4-C,TUT,TBA, TBA,ARR,Off Campus (US Only), Hufmeyer,Open
15190,MED 802TUT,Adv Clerkship In Medicine,G-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Mishra,Closed
15191,MED 802TUT,Adv Clerkship In Medicine,H-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Mishra,Closed
15192,MED 802TUT,Adv Clerkship In Medicine,I-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Mishra,Closed
15207,MED 802TUT,Adv Clerkship In Medicine,J-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Mishra,Closed
15208,MED 802TUT,Adv Clerkship In Medicine,K-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Mishra,Open w/ Reserves
15209,MED 802TUT,Adv Clerkship In Medicine,L-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Mishra,Closed
15212,MED 803TUT,Primary Care Internal Med,G-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Hufmeyer,Open w/ Reserves
15213,MED 803TUT,Primary Care Internal Med,H-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Hufmeyer,Closed
15215,MED 803TUT,Primary Care Internal Med,I-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Hufmeyer,Open
15217,MED 803TUT,Primary Care Internal Med,J-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Hufmeyer,Closed
15218,MED 803TUT,Primary Care Internal Med,K-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Hufmeyer,Open w/ Reserves
15219,MED 803TUT,Primary Care Internal Med,L-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Hufmeyer,Closed
15211,MED 803TUT,Primary Care Internal Med,M-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Hufmeyer,Closed
15222,MED 804TUT,Cardiology,G-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Page,Open
15261,MED 804TUT,Cardiology,H-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Page,Open
15262,MED 804TUT,Cardiology,I-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Page,Open
15263,MED 804TUT,Cardiology,J-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Page,Closed
15264,MED 804TUT,Cardiology,K-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Page,Closed
15265,MED 804TUT,Cardiology,L-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Page,Open
24060,MED 804TUT,Cardiology,M-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Page,Open
15268,MED 807TUT,Pulmonary Diseases,G-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Monegro,Open
15269,MED 807TUT,Pulmonary Diseases,H-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Monegro,Open
15270,MED 807TUT,Pulmonary Diseases,I-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Monegro,Open
15271,MED 807TUT,Pulmonary Diseases,J-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Monegro,Open
15272,MED 807TUT,Pulmonary Diseases,K-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Monegro,Open
15273,MED 807TUT,Pulmonary Diseases,L-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Monegro,Open
15267,MED 807TUT,Pulmonary Diseases,M-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Monegro,Open
15275,MED 808TUT,Renal Diseases,G,TUT,TBA, TBA,ARR,Off Campus (US Only), Hufmeyer,Open
15276,MED 808TUT,Renal Diseases,H,TUT,TBA, TBA,ARR,Off Campus (US Only), Hufmeyer,Open
15277,MED 808TUT,Renal Diseases,I,TUT,TBA, TBA,ARR,Off Campus (US Only), Hufmeyer,Open
15278,MED 808TUT,Renal Diseases,J,TUT,TBA, TBA,ARR,Off Campus (US Only), Hufmeyer,Open
15279,MED 808TUT,Renal Diseases,K,TUT,TBA, TBA,ARR,Off Campus (US Only), Hufmeyer,Open
15280,MED 808TUT,Renal Diseases,L,TUT,TBA, TBA,ARR,Off Campus (US Only), Hufmeyer,Open
15274,MED 808TUT,Renal Diseases,M,TUT,TBA, TBA,ARR,Off Campus (US Only), Hufmeyer,Open
15282,MED 809TUT,Allergy-Clin Immunology,G,TUT,TBA, TBA,ARR,Off Campus (US Only), Brady,Open
15283,MED 809TUT,Allergy-Clin Immunology,H,TUT,TBA, TBA,ARR,Off Campus (US Only), Brady,Closed
15284,MED 809TUT,Allergy-Clin Immunology,I,TUT,TBA, TBA,ARR,Off Campus (US Only), Brady,Closed
15285,MED 809TUT,Allergy-Clin Immunology,J,TUT,TBA, TBA,ARR,Off Campus (US Only), Brady,Closed
15286,MED 809TUT,Allergy-Clin Immunology,K,TUT,TBA, TBA,ARR,Off Campus (US Only), Brady,Closed
15287,MED 809TUT,Allergy-Clin Immunology,L,TUT,TBA, TBA,ARR,Off Campus (US Only), Brady,Open
15281,MED 809TUT,Allergy-Clin Immunology,M,TUT,TBA, TBA,ARR,Off Campus (US Only), Brady,Closed
15288,MED 810TUT,Sleep Medicine,G,TUT,TBA, TBA,ARR,Off Campus (US Only), Tenbrock,Closed
15289,MED 810TUT,Sleep Medicine,H,TUT,TBA, TBA,ARR,Off Campus (US Only), Tenbrock,Closed
15290,MED 810TUT,Sleep Medicine,I,TUT,TBA, TBA,ARR,Off Campus (US Only), Tenbrock,Closed
15291,MED 810TUT,Sleep Medicine,J,TUT,TBA, TBA,ARR,Off Campus (US Only), Tenbrock,Closed
15292,MED 810TUT,Sleep Medicine,K,TUT,TBA, TBA,ARR,Off Campus (US Only), Tenbrock,Closed
15294,MED 811TUT,Endocrinology,G-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Karunakaran,Open
15295,MED 811TUT,Endocrinology,H-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Karunakaran,Closed
15296,MED 811TUT,Endocrinology,I-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Karunakaran,Open
15297,MED 811TUT,Endocrinology,J-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Karunakaran,Open
15298,MED 811TUT,Endocrinology,K-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Karunakaran,Open
15299,MED 811TUT,Endocrinology,L-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Karunakaran,Open
15293,MED 811TUT,Endocrinology,M-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Karunakaran,Open
15301,MED 812TUT,Rheumatology,G-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Kwiatkowski,Closed
15302,MED 812TUT,Rheumatology,H-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Kwiatkowski,Closed
15303,MED 812TUT,Rheumatology,I-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Kwiatkowski,Closed
15304,MED 812TUT,Rheumatology,J-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Kwiatkowski,Closed
15305,MED 812TUT,Rheumatology,K-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Kwiatkowski,Closed
15306,MED 812TUT,Rheumatology,L-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Kwiatkowski,Open
15300,MED 812TUT,Rheumatology,M-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Kwiatkowski,Open
15308,MED 813TUT,Infectious Diseases,G-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Lesse,Open
15309,MED 813TUT,Infectious Diseases,H-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Lesse,Open
15310,MED 813TUT,Infectious Diseases,I-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Lesse,Open
15311,MED 813TUT,Infectious Diseases,J-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Lesse,Open
15312,MED 813TUT,Infectious Diseases,K-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Lesse,Open
15313,MED 813TUT,Infectious Diseases,L-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Lesse,Closed
15307,MED 813TUT,Infectious Diseases,M-G,TUT,TBA, TBA,ARR,Off Campus (US Only), Lesse,Closed
15314,MED 815TUT,Integrative Medicine,G,TUT,TBA, TBA,ARR,Off Campus (US Only), Hufmeyer,Open
15315,MED 815TUT,Integrative Medicine,H,TUT,TBA, TBA,ARR,Off Campus (US Only), Hufmeyer,Open
15316,MED 815TUT,Integrative Medicine,I,TUT,TBA, TBA,ARR,Off Campus (US Only), Hufmeyer,Open
15317,MED 815TUT,Integrative Medicine,J,TUT,TBA, TBA,ARR,Off Campus (US Only), Hufmeyer,Open
15318,MED 815TUT,Integrative Medicine,K,TUT,TBA, TBA,ARR,Off Campus (US Only), Hufmeyer,Open
15320,MED 817TUT,Inpt/amb Care Leuk/malig,G,TUT,TBA, TBA,ARR,Off Campus (US Only), Alam,Open
15321,MED 817TUT,Inpt/amb Care Leuk/malig,H,TUT,TBA, TBA,ARR,Off Campus (US Only), Alam,Open w/ Reserves
